Feature,56737,56738,56739,56740,56741,56742,57466,63822,63823
高度(mm),1455,1455,1455,1455,1455,1455,1455,1455,1455
驾驶辅助影像,,,,,,,,,
驾驶模式切换,,,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）,-,-,-
隐藏电动门把手,-,-,-,-,-,○,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-
长度(mm),4810,4810,4810,4810,4810,4810,4810,4810,4810
长*宽*高(mm),4810*1840*1455,4810*1840*1455,4810*1840*1455,4810*1840*1455,4810*1840*1455,4810*1840*1455,4810*1840*1455,4810*1840*1455,4810*1840*1455
钥匙类型,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路交通标识识别,-,-,●,●,●,●,-,-,-
远程启动功能,-,-,,,,,,-,-
远光灯光源,,,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,,
辅助驾驶等级,-,-,,,,,-,-,-
轴距(mm),2800,2800,2800,2800,2800,2800,2800,2800,2800
轮圈材质,,,,,,,,,
车门数(个),4,4,4,4,4,4,4,4,4
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,-,●,●,●,●,-,-,-
车道偏离预警系统,-,-,●,●,●,●,-,-,-
车道保持辅助系统,-,-,●,●,●,●,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-,-
车身结构_y,掀背车,掀背车,掀背车,掀背车,掀背车,掀背车,掀背车,掀背车,掀背车
车身结构_x,4门5座掀背车,4门5座掀背车,4门5座掀背车,4门5座掀背车,4门5座掀背车,4门5座掀背车,4门5座掀背车,4门5座掀背车,4门5座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●
车联网,-,-,●,●,●,●,●,-,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,
车型名称,奔腾B70 2022款 1.5T 自动乐享型,奔腾B70 2022款 1.5T 自动悦享型,奔腾B70 2022款 1.5T 自动尊享型,奔腾B70 2022款 2.0T 自动尊享型,奔腾B70 2022款 2.0T 自动智享型,奔腾B70 2022款 2.0T 自动驭享型,奔腾B70 2023款 1.5T 自动畅享型,奔腾B70 2023款 1.5T 自动乐享型70周年纪念版,奔腾B70 2023款 1.5T 自动悦享型70周年纪念版
车前雾灯,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,,,-,-,-
车内化妆镜,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,-,-,,,,,,-,
行车电脑显示屏幕,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,●,●,●,●,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,●,●,-,-,-
自动头灯,-,-,●,●,●,●,●,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,未知,未知,未知,铝合金,铝合金,铝合金,未知,未知,未知
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,6挡手自一体,6挡手自一体,6挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,
离去角(°),17,17,17,17,17,17,17,17,17
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,,,,,,,-,
电动后备厢,-,-,○,○,○,○,○,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,95号,95号,95号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,●,●,●,●,●,●,-,●
液晶仪表尺寸,-,-,,,,,,-,
油箱容积(L),50,50,50,50,50,50,50,50,50
气缸数(个),4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,200,230,230,230,200,200,200
最大马力(Ps),169,169,169,224,224,224,169,169,169
最大满载质量(kg),1935,1935,1935,1990,1990,1990,1935,1935,1935
最大扭矩转速(rpm),1500-4350,1500-4350,1500-4350,1650-4500,1650-4500,1650-4500,1500-4350,1500-4350,1500-4350
最大扭矩(N·m)_y,258,258,258,340,340,340,258,258,258
最大扭矩(N·m)_x,258,258,258,340,340,340,258,258,258
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,124,124,124,165,165,165,124,124,124
最大功率(kW)_x,124,124,124,165,165,165,124,124,124
最大净功率(kW),118,118,118,160,160,160,118,118,118
无钥匙进入功能,-,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1485,1485,1485,1540,1540,1540,1485,1485,1485
接近角(°),15,15,15,15,15,15,15,15,15
排量(mL),1498,1498,1498,1989,1989,1989,1498,1498,1498
换挡形式,,,,,,,,,
挡位个数,7,7,7,6,6,6,7,7,7
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,,,,-,-
手机互联/映射,,,-,-,-,-,-,,
手机APP远程功能,-,-,,,,,,-,
感应雨刷功能,-,-,,,,,,-,-
座椅材质,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,●,●,●,-,-
巡航系统,,,,,,,,,
导航路况信息显示,-,-,●,●,●,●,●,-,●
宽度(mm),1840,1840,1840,1840,1840,1840,1840,1840,1840
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-
后轮胎规格,225/50 R18,225/50 R18,225/50 R18,225/50 R18,225/45 R19,225/45 R19,225/50 R18,225/50 R18,225/50 R18
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,-,-,●,●,●,●,●,-,-
后排座椅放倒形式,,,,,,,,,
后排侧隐私玻璃,-,-,-,-,-,●,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,6挡手自一体,6挡手自一体,6挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,CA4GB15TD-30,CA4GB15TD-30,CA4GB15TD-30,CA4GC20TD-36,CA4GC20TD-36,CA4GC20TD-36,CA4GB15TD-30,CA4GB15TD-30,CA4GB15TD-30
发动机启停技术,●,●,●,●,●,●,●,●,●
发动机,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4
厂商指导价(元),10.59万,11.29万,12.19万,12.89万,13.69万,14.49万,12.19万,10.79万,11.59万
厂商,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾
卫星导航系统,-,-,●,●,●,●,●,-,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-
前轮胎规格,225/50 R18,225/50 R18,225/50 R18,225/50 R18,225/45 R19,225/45 R19,225/50 R18,225/50 R18,225/50 R18
前方碰撞预警,-,-,●,●,●,●,-,-,-
前排座椅功能,-,,,,,,,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-
前/后排侧气囊,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,●,●,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,
主动刹车/主动安全系统,-,-,●,●,●,●,-,-,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-
上市时间,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.11,2023.07,2023.07
上坡辅助,●,●,●,●,●,●,●,●,●
Wi-Fi热点,-,-,●,●,●,●,●,-,-
USB/Type-C接口数量,,,,,,,,,
OTA升级,-,-,●,●,●,●,●,-,●
NEDC综合油耗(L/100km),6.4,6.4,6.4,7,7,7,6.4,6.4,6.4
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,,,,,,-,
