Feature,1017158,1017159,1017160,1017161,1017565,1017566,1017567,1017954,1017955,1017956,1019381,1019382,1019488
高度(mm),1885,1875,1885,1885,1875,1885,1875,1885,1885,-,1885,1885,1885
驾驶辅助影像,,,,,,,,-,-,-,,,
驾驶模式切换,,,,,,,,-,-,-,,,
驻车制动类型,,,,,,,,,,-,,,
驱动电机数,单电机,双电机,单电机,双电机,双电机,单电机,双电机,单电机,双电机,-,单电机,双电机,双电机
驱动方式,,,,,,,,,,-,,,
风阻系数(Cd),-,-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,●,●,●,●,●,●,●,-,-,-,●,●,●
限滑差速器/差速锁,-,,-,-,-,-,-,-,-,-,-,-,-
长度(mm),5380,5380,5630,5630,5380,5380,5380,5630,5630,-,5380,5380,5630
长*宽*高(mm),5380*1930*1885,5380*1980*1875,5630*1930*1885,5630 *1930*1885,5380*1930*1875,5380*1980*1885,5380*1980*1875,5630*1930*1885,5630*1930*1885,-,5380*1930*1885,5380*1930*1885,5630*1930*1885
钥匙类型,,,,,,,,-,-,-,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,-,DOHC,DOHC,DOHC
道路救援呼叫,-,●,-,-,-,●,●,-,-,-,-,-,-
透明底盘/540度影像,-,●,-,-,-,●,●,-,-,-,-,-,-
远程启动功能,-,,-,-,-,,,-,-,-,-,-,-
远光灯光源,,,,,,,,-,-,-,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,-,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,-,-,-,,,
轴距(mm),3180,3180,3430,3430,3180,3180,3180,3430,3430,-,3180,3180,3430
轮圈材质,,,,,,,,-,-,-,,,
转向辅助灯,-,●,-,-,-,●,●,-,-,-,-,-,-
车顶行李架,-,●,-,-,-,●,●,-,-,-,-,-,-
车门数(个),,,,,,,,,,-,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,-,平开门,平开门,平开门
车道偏离预警系统,-,●,-,-,-,●,●,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-,-,-,-,-,-,-
车载空气净化器,-,●,-,-,-,●,●,-,-,-,-,-,-
车载KTV,-,●,-,-,-,●,●,-,-,-,-,-,-
车身结构_y,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,-,皮卡,皮卡,皮卡
车身结构_x,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,-,皮卡,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,-,-,-,●,●,●
车联网,-,●,-,-,-,●,●,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●,-,-,-,●,●,●
车窗一键升降功能,,,,,,,,-,-,-,,,
车型名称,2024款 勇士版  豪华型 单电机标箱,2024款 骑士版  旗舰型 双电机四驱标箱,2024款 勇士版 豪华型 单电机超长箱,2024款 勇士版  豪华型 双电机四驱超长箱,长安猎手 2024款 勇士版  豪华型 双电机四驱标箱,长安猎手 2024款 骑士版  领航型 单电机标箱,长安猎手 2024款 骑士版  领航型 双电机四驱标箱,长安猎手 2024款 铠甲版  全能型 单电机标箱,长安猎手 2024款 铠甲版  全能型 双电机四驱标箱,长安猎手 2024款 铠甲版  全域型 双电机四驱标箱,长安猎手 2024款 精英版 豪华型 单电机标箱,长安猎手 2024款 精英版 豪华型 双电机四驱标箱,长安猎手 2024款 精英版 豪华型 双电机四驱超长箱
车前雾灯,-,,-,-,-,,,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,-,,-,-,-,,,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,-,-,-,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,-,-,-,●,●,-
车侧脚踏板,-,-,-,-,-,-,-,-,-,-,,,
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,-,非承载式,非承载式,非承载式
货箱尺寸(mm),1600x1595x500,1600x1595x520,1850x1595x500,1850x1595x500,1600x1595x500,1600x1595x520,1600x1595x520,1600x1595x520,1600x1595x520,-,1600x1595x500,1600x1595x500,1850x1600x500
语音识别控制系统,-,,-,-,-,,,-,-,-,-,-,-
语音分区域唤醒识别,-,,-,-,-,,,-,-,-,-,-,-
行车电脑显示屏幕,-,,-,-,-,,,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,-,-,-,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,-,-,-,●,●,●
能量回收系统,●,●,●,●,●,●,●,-,-,-,●,●,●
能源类型_y,增程式,增程式,增程式,增程式,增程式,增程式,增程式,增程式,增程式,-,增程式,增程式,增程式
能源类型_x,增程式,增程式,增程式,增程式,增程式,增程式,增程式,增程式,增程式,-,增程式,增程式,增程式
胎压监测功能,,,,,,,,-,-,-,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,-,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,-,铸铁,铸铁,铸铁
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,-,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,-,-,-,,,
离去角(°),26,26,27,27,26,26,26,-,-,-,26,26,26
百公里耗电量(kWh/100km),22.0,23.6,22.0,23.6,23.6,22.0,23.6,22.0,23.6,-,22.0,23.6,23.6
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,,-,,,
电能当量燃料消耗量(L/100km),2.5,2.7,2.5,2.7,2.7,2.5,2.7,2.5,2.7,-,2.5,2.7,2.7
电池能量(kWh),31.18,31.18,31.18,31.18,31.18,31.18,31.18,31.18,31.18,-,31.18,31.18,31.18
电池类型,,,,,,,,,,-,,,
电池快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-,0.5,0.5,0.5
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,-,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,-,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,前置+后置,后置,前置+后置,前置+后置,后置,前置+后置,后置,前置+后置,-,后置,前置+后置,前置+后置
电动机总马力(Ps),177,272,177,272,272,177,272,177,272,-,177,272,272
电动机总扭矩(N·m),320,470,320,470,470,320,470,320,470,-,320,470,470
电动机总功率(kW),130,200,130,200,200,130,200,130,200,-,130,200,200
电动机(Ps),177,272,177,272,272,177,272,177,272,-,177,272,272
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,-,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,-,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,-,-,-,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,-,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,,-,-,-,,,-,-,-,-,-,-
油箱容积(L),70,70,70,70,70,70,70,70,70,-,70,70,70
气缸数(个),4,4,4,4,4,4,4,4,4,-,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,-,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,-,4,4,4
最高车速(km/h),160,160,160,160,160,160,160,160,160,-,160,160,160
最大马力(Ps),190,190,190,190,190,190,190,190,190,-,190,190,190
最大载重质量(kg),495,495,495,495,495,495,495,495,495,-,495,495,495
最大满载质量(kg),2980,3105,2980,3130,3105,2980,3105,2980,3105,-,2980,3105,3105
最大扭矩转速(rpm),2000-3000,2000-3000,2000-3000,2000-3000,2000-3000,2000-3000,2000-3000,2000-3000,2000-3000,-,2000-3000,2000-3000,2000-3000
最大扭矩(N·m)_y,340,340,340,340,340,340,340,340,340,-,340,340,340
最大扭矩(N·m)_x,320,470,320,470,470,320,470,320,470,-,320,470,470
最大功率转速(rpm),4500,4500,4500,4500,4500,4500,4500,4500,4500,-,4500,4500,4500
最大功率(kW)_y,140,140,140,140,140,140,140,140,140,-,140,140,140
最大功率(kW)_x,130,200,130,200,200,130,200,130,200,-,130,200,200
最大净功率(kW),135,135,135,135,135,135,135,135,135,-,135,135,135
最低荷电状态油耗(L/100km),7.9,8.5,7.9,8.5,8.5,7.9,8.5,7.9,8.5,-,7.9,8.5,8.5
无钥匙进入功能,,,,,,,,-,-,-,,,
无钥匙启动系统,●,●,●,●,●,●,●,-,-,-,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,-,-,-,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,-,-,-,,,
整车质保,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),2160,2360,2200,2310,2285,2200,2320,2200,2320,-,2160,2285,2285
接近角(°),29,29,29,29,29,29,29,-,-,-,29,29,29
排量(mL),1998,1998,1998,1998,1998,1998,1998,1998,1998,-,1998,1998,1998
换挡形式,,,,,,,,-,-,-,,,
挡位个数,1,1,1,1,1,1,1,1,1,-,1,1,1
扬声器数量,,,,,,,,-,-,-,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,,-,-,-,,,-,-,-,-,-,-
手机无线充电功率,-,,-,-,-,,,-,-,-,-,-,-
手机互联/映射,,-,,,,-,-,-,-,-,,,
手机APP远程功能,-,,-,-,-,,,-,-,-,-,-,-
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,-,车右后侧,车右后侧,车右后侧
感应雨刷功能,-,,-,-,-,,,-,-,-,-,-,-
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,-,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,-,支持,支持,支持
座椅材质,,,,,,,,-,-,-,,,
座位数(个),,,,,,,,,,-,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,-,-,-,,,
导航路况信息显示,-,●,-,-,-,●,●,-,-,-,-,-,-
对外放电,●,●,●,●,●,●,●,-,-,-,●,●,●
宽度(mm),1930,1980,1930,1930,1930,1980,1980,1930,1930,-,1930,1930,1930
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,-,-,-,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,-,-,-,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,-,-,-,,,
多功能方向盘,●,●,●,●,●,●,●,-,-,-,●,●,●
外后视镜功能,,,,,,,,-,-,-,,,
备胎规格,,,,,,,,,,-,,,
地图品牌,-,,-,-,-,,,-,-,-,-,-,-
四驱形式,-,,-,,,-,,-,,-,-,,
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1630,1630,1630,1630,1630,1630,1630,-,-,-,1630,1630,1630
后轮胎规格,,,,,,,,,,-,,,
后电动机最大扭矩(N·m),320,320,320,320,320,320,320,320,320,-,320,320,320
后电动机最大功率(kW),130,130,130,130,130,130,130,130,130,-,130,130,130
后电动机型号,TZ220XSLJC60D,TZ220XSLJC60D,TZ220XSLJC60D,TZ220XSLJC60D,TZ220XSLJC60D,TZ220XSLJC60D,TZ220XSLJC60D,TZ220XSLJC60D,TZ220XSLJC60D,-,TZ220XSLJC60D,TZ220XSLJC60D,TZ220XSLJC60D
后排车门开启方式,,,,,,,,,,-,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,-,-,-,,,
后悬架类型,,,,,,,,,,-,,,
后座出风口,-,●,-,-,-,●,●,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,-,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,-,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,-,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●,●,●,●,●,●,-,-,-,●,●,●
发动机布局,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,JL486ZQ6,JL486ZQ6,JL486ZQ6,JL486ZQ6,JL486ZQ6,JL486ZQ6,JL486ZQ6,JL486ZQ6,JL486ZQ6,-,JL486ZQ6,JL486ZQ6,JL486ZQ6
发动机,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,-,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4
厂商指导价(元),13.99万,19.39万,14.09万,15.09万,14.99万,16.39万,17.39万,17.99万,19.69万,21.69万,14.99万,15.99万,16.59万
厂商,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车
卫星导航系统,-,●,-,-,-,●,●,-,-,-,-,-,-
助力类型,,,,,,,,,,-,,,
副座椅调节方式,,,,,,,,-,-,-,,,
前轮距(mm),1610,1610,1610,1610,1610,1610,1610,-,-,-,1610,1610,1610
前轮胎规格,,,,,,,,,,-,,,
前电动机最大扭矩(N·m),-,150,-,150,150,-,150,-,150,-,-,150,150
前电动机最大功率(kW),-,70,-,70,70,-,70,-,70,-,-,70,70
前电动机型号,-,TZ180XS001,-,TZ180XS001,TZ180XS001,-,TZ180XS001,-,TZ180XS001,-,-,TZ180XS001,TZ180XS001
前排座椅功能,-,,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,-,,,
前制动器类型,,,,,,,,,,-,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,前●&nbsp;/&nbsp;后-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,-,-,-,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,-,-,-,●,●,●
内置行车记录仪,-,●,-,-,-,●,●,-,-,-,-,-,-
内后视镜功能,,,,,,,,-,-,-,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,-,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,-,-,-,●,●,●
主座椅调节方式,,,,,,,,-,-,-,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,-,-,-,,,
中控屏幕尺寸,,,,,,,,-,-,-,,,
中央差速器锁止功能,-,●,-,●,●,-,●,-,-,-,-,●,●
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.06,2024.06,2024.06,2024.09,2024.09,2024.09
上坡辅助,●,●,●,●,●,●,●,-,-,-,●,●,●
Wi-Fi热点,-,●,-,-,-,●,●,-,-,-,-,-,-
WLTC纯电续航里程(km)_y,-,-,-,-,-,-,-,131,131,-,-,-,-
WLTC纯电续航里程(km)_x,-,-,-,-,-,-,-,131,131,-,-,-,-
USB/Type-C接口数量,,,,,,,,-,-,-,,,
OTA升级,-,●,-,-,-,●,●,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,131,131,131,131,131,131,131,-,-,-,131,131,131
NEDC纯电续航里程(km)_x,131,131,131,131,131,131,131,-,-,-,131,131,131
LED日间行车灯,●,●,●,●,●,●,●,-,-,-,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,-,-,-,●,●,●
CLTC综合续航(km),1031,1031,1031,1031,1031,1031,1031,1031,1031,-,1031,1031,1031
ABS防抱死,●,●,●,●,●,●,●,-,-,-,●,●,●
4G/5G网络,-,,-,-,-,,,-,-,-,-,-,-
220V/230V电源,-,●,-,-,-,●,●,-,-,-,-,-,-
