Feature,30781,32966,33022,33097,33098,33099,33100,35483,35485,35486
高度(mm),1465,1465,1465,1465,1465,1465,1465,1465,1465,1465
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
零胎压继续行驶,-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-,-
防紫外线玻璃,-,-,-,-,-,-,-,-,-,-
长度(mm),4780,4780,4780,4780,4780,4780,4780,4780,4780,4780
长*宽*高(mm),4780*1825*1465,4780*1825*1465,4780*1825*1465,4780*1825*1465,4780*1825*1465,4780*1825*1465,4780*1825*1465,4780*1825*1465,4780*1825*1465,4780*1825*1465
铝合金轮圈,●,●,●,●,●,●,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●,●,●,●,●,●
遥控钥匙,●,●,●,●,●,●,●,●,●,●
道路救援呼叫,●,●,●,-,●,●,●,●,●,●
远程启动,●,-,-,-,-,-,-,-,-,-
远光灯,LED,卤素,LED,卤素,LED,卤素,卤素,卤素,卤素,LED
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯,LED,卤素,LED,卤素,LED,卤素,卤素,卤素,卤素,LED
运动风格座椅,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-
轴距(mm),2770,2770,2770,2770,2770,2770,2770,2770,2770,2770
转向辅助灯,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,4,4,4
车道偏离预警系统,●,-,-,-,-,-,-,-,-,-
车载空气净化器,●,-,●,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●
车联网,●,-,-,-,-,-,-,-,-,-
车窗防夹手功能,●,-,-,-,-,-,-,-,-,-
车窗一键升降,主驾驶位,-,-,-,-,-,-,-,-,-
车型名称,睿骋CC 2018款 1.5T 自动尊雅型,睿骋CC 2018款 1.5T 手动典雅型,睿骋CC 2018款 1.5T 自动智雅型,睿骋CC 2018款 1.5T 手动舒雅型,睿骋CC 2018款 1.5T 手动豪雅型,睿骋CC 2018款 1.5T 自动典雅型,睿骋CC 2018款 1.5T 自动豪雅型,睿骋CC 2018款 1.5T 手动典雅型星空版,睿骋CC 2018款 1.5T 自动典雅型星空版,睿骋CC 2018款 1.5T 自动豪雅型光芒版
车内空气调节/花粉过滤,●,●,●,●,●,●,●,●,●,●
车内氛围灯,●,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-,-,-,-
行李厢容积(L),520,520,520,520,520,520,520,520,520,520
蓝牙/车载电话,●,●,●,-,●,●,●,●,●,●
自适应远近光,●,-,-,-,-,-,-,-,-,-
自适应巡航,●,-,●,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-
自动头灯,●,-,●,-,-,-,-,-,-,●
膝部气囊,-,-,-,-,-,-,-,-,-,-
腰部支撑调节,●,-,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,-,●,-,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车
简称,6挡手自一体,6挡手动,6挡手自一体,6挡手动,6挡手动,6挡手自一体,6挡手自一体,6挡手动,6挡手自一体,6挡手自一体
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-
空调控制方式,自动●,手动●,自动●,手动●,自动●,手动●,自动●,手动●,手动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-
皮质方向盘,●,●,●,-,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,●,-,-,-,-,-,-,-,-,-
电动天窗,●,-,●,-,●,-,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-,-,-
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-
油箱容积(L),62,62,62,62,62,62,62,62,62,62
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,200,200,200,200,200,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-
最大马力(Ps),156,156,156,156,156,156,156,156,156,156
最大扭矩转速(rpm),2000-4000,2000-4000,2000-4000,2000-4000,2000-4000,2000-4000,2000-4000,2000-4000,2000-4000,2000-4000
最大扭矩(N·m)_y,225,225,225,225,225,225,225,225,225,225
最大扭矩(N·m)_x,225,225,225,225,225,225,225,225,225,225
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,115,115,115,115,115,115,115,115,115,115
最大功率(kW)_x,115,115,115,115,115,115,115,115,115,115
无钥匙进入系统,●,-,●,-,●,-,●,●,●,●
无钥匙启动系统,●,-,●,-,●,-,●,●,●,●
方向盘调节,上下+前后调节,上下调节,上下+前后调节,上下调节,上下调节,上下调节,上下+前后调节,上下调节,上下调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1490,1425,1490,1425,1425,1460,1490,1425,1460,1490
整体主动转向系统,-,-,-,-,-,-,-,-,-,-
排量(mL),1499,1499,1499,1499,1499,1499,1499,1499,1499,1499
挡位个数,6,6,6,6,6,6,6,6,6,6
扬声器品牌,-,-,-,-,-,-,-,-,-,-
扬声器个数,6-7喇叭,6-7喇叭,6-7喇叭,4-5喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-,-,-,-,-,-
感应雨刷,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●,●
座椅材料,仿皮,仿皮,仿皮,织物,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮
座位数(个),5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),6.5,6.6,6.5,6.7,6.6,6.5,6.5,6.6,6.5,6.5
工信部纯电续航里程(km),-,-,-,-,-,-,-,-,-,-
导航路况信息显示,●,●,●,-,●,●,●,●,●,●
宽度(mm),1825,1825,1825,1825,1825,1825,1825,1825,1825,1825
实测油耗(L/100km),9.5,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),39.9,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),11.4,-,-,-,-,-,-,-,-,-
定速巡航,●,-,●,-,●,●,●,-,●,●
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1583,1595,1583,1595,1595,1595,1583,1595,1595,1583
后轮胎规格,215/50 R17,205/60 R16,215/50 R17,205/60 R16,215/50 R17,205/60 R16,215/50 R17,205/60 R16,205/60 R16,215/50 R17
后视镜记忆,●,-,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,-,●,-,-,-,-,-,-,-
后视镜加热,●,●,●,-,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,-,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●,-,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手动变速箱(MT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手动,6挡手自一体,6挡手动,6挡手动,6挡手自一体,6挡手自一体,6挡手动,6挡手自一体,6挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT,VVT,VVT,VVT,VVT,VVT,VVT,VVT,VVT,VVT
发动机型号,JL476ZQCD,JL476ZQCD,JL476ZQCD,JL476ZQCD,JL476ZQCD,JL476ZQCD,JL476ZQCD,JL476ZQCD,JL476ZQCD,JL476ZQCD
发动机启停技术,●,●,●,-,●,●,●,-,-,●
发动机,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4
压缩比,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),13.89万,9.89万,12.89万,8.99万,10.89万,10.99万,11.99万,10.09万,11.19万,12.09万
厂商,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
前雾灯,●,-,●,-,-,-,-,-,-,-
前轮距(mm),1568,1580,1568,1580,1580,1580,1568,1580,1580,1568
前轮胎规格,215/50 R17,205/60 R16,215/50 R17,205/60 R16,215/50 R17,205/60 R16,215/50 R17,205/60 R16,205/60 R16,215/50 R17
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,●,-,●,-,-,-,-,-,-,-
全景摄像头,●,-,-,-,-,-,-,-,-,-
全景天窗,●,-,●,-,●,-,●,●,●,●
倒车视频影像,●,●,●,-,●,●,●,●,●,●
侧滑门,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,●,-,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,10.25英寸,8英寸,10.25英寸,-,10.25英寸,8英寸,10.25英寸,8英寸,8英寸,10.25英寸
中控台彩色大屏,●,●,●,-,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-
上市时间,2017.12,2017.12,2017.12,2017.12,2017.12,2017.12,2017.12,2018.08,2018.08,2018.08
上坡辅助,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,-,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-
GPS导航系统,●,●,●,-,●,●,●,●,●,●
CD/DVD,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-
